index,uri,danceability,acousticness,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood,mood_string
338,spotify:track:5yyhskVswYnC4sreXz1kWt,0.799,0.282,0.171,0.859,10,0.0915,-13.437,0,0.163,138.159,4,0.809,1,calm
339,spotify:track:2GZhOtyu3wMhzR7pAa58yM,0.827,0.972,0.182,0.936,7,0.109,-18.35,0,0.102,120.045,4,0.132,1,calm
340,spotify:track:4WMDzHu6tzEBhar6NYkdQ8,0.603,0.776,0.498,0.938,7,0.169,-7.335,0,0.0479,155.98,4,0.28,1,calm
341,spotify:track:7lkIOxfBUHlCmuqCGTVGzD,0.575,0.962,0.159,0.746,7,0.0898,-19.423,1,0.0527,61.974,4,0.0839,1,calm
342,spotify:track:4dq1JxOZTjenIQ0Qej9A1W,0.774,0.86,0.0256,0.0421,1,0.0828,-28.352,1,0.129,79.98,4,0.131,1,calm
343,spotify:track:7aQ5FOMCrrbvt7AOj8Z4j4,0.594,0.885,0.257,0.896,7,0.752,-18.443,1,0.0404,48.006,4,0.202,1,calm
344,spotify:track:6i83IYWh6eLlWwXAEy1C3e,0.271,0.971,0.21,0.922,9,0.184,-18.272,0,0.0456,67.506,3,0.197,1,calm
345,spotify:track:1a0dVyljCxs4tSsic4mRLH,0.697,0.985,0.214,0.944,4,0.373,-14.599,1,0.0606,80.019,3,0.125,1,calm
346,spotify:track:5x42QFYMxDlskeVddyNsCf,0.581,0.98,0.146,0.938,1,0.147,-19.059,0,0.0442,151.487,4,0.134,1,calm
347,spotify:track:6unbXWS96b6KilcG7Msyvn,0.427,0.994,0.00258,0.969,7,0.111,-16.506,1,0.1,179.331,4,0.894,1,calm
348,spotify:track:73WcaebzWUKzr7Nb0Ehf7L,0.656,0.98,0.13,0.82,0,0.0951,-16.163,1,0.0369,76,4,0.134,1,calm
349,spotify:track:2t3dJzl2i8nUOucXlowyUL,0.649,0.667,0.226,0.566,7,0.34,-14.624,1,0.0343,68.049,3,0.255,1,calm
350,spotify:track:4U0pq4S37ybckLUGsDX6nE,0.538,0.875,0.0982,0.403,8,0.12,-14.776,1,0.159,179.084,4,0.487,1,calm
351,spotify:track:4MwBeXpG24TohgvyfTagrJ,0.691,0.917,0.227,0.87,7,0.1,-18.919,1,0.0457,74.988,4,0.141,1,calm
352,spotify:track:34SgPgumeEyuvYGacbF7o5,0.388,0.918,0.207,0.929,5,0.361,-17.294,1,0.0494,68.438,4,0.224,1,calm
353,spotify:track:4OzWMLTkKwSYJyiEqcbBPo,0.63,0.703,0.226,0.888,11,0.0944,-11.351,0,0.0518,149.251,4,0.641,1,calm
354,spotify:track:6ljgSdA0Mjppxw89vc7Pwk,0.726,0.896,0.235,0.928,1,0.358,-15.655,1,0.0432,93.975,4,0.367,1,calm
355,spotify:track:2WUq6m7mSutu08Q2OTQhd8,0.641,0.372,0.219,0.91,8,0.124,-23.666,1,0.0606,80.026,4,0.671,1,calm
356,spotify:track:4EKsWsKWPRV9Zybm19QlB6,0.669,0.849,0.321,0.91,4,0.14,-11.543,1,0.0289,142.031,4,0.117,1,calm
357,spotify:track:3GAcen3BLpFdc2AqVd9WYY,0.723,0.57,0.267,0.944,6,0.0925,-13.953,1,0.132,89.989,4,0.77,1,calm
358,spotify:track:4GoxN0DwHjl7xCRlkv8vq9,0.555,0.27,0.307,0.816,10,0.13,-12.494,1,0.0305,79.996,4,0.301,1,calm
359,spotify:track:1LgkpfvD3gupo4USKzO65W,0.502,0.938,0.173,0.458,3,0.112,-17.161,1,0.0357,117.942,4,0.102,1,calm
360,spotify:track:7riceLoAgrbe1IQ2h5ajaq,0.693,0.823,0.262,0.961,10,0.0968,-11.097,1,0.0833,172.019,4,0.602,1,calm
361,spotify:track:7pu8W0HY5uYw7F6vFvL0K8,0.862,0.56,0.174,0.955,7,0.111,-15.39,1,0.136,82.023,4,0.482,1,calm
362,spotify:track:7Frb9eXYBv91d7Yxp2vAHJ,0.432,0.994,0.00478,0.962,2,0.111,-17.599,1,0.0677,137.064,3,0.483,1,calm
363,spotify:track:0c1Hxk4BZwcQt4CVdzn67I,0.691,0.922,0.243,0.551,1,0.0967,-12.428,1,0.201,153.957,4,0.207,1,calm
364,spotify:track:3s41PVaNoWzN6HxNZ4KiM8,0.681,0.951,0.066,0.902,8,0.0864,-18.725,0,0.0427,130.274,4,0.267,1,calm
365,spotify:track:2mV623rNfmUyAS9S7GmLeE,0.612,0.905,0.448,0.188,4,0.231,-10.896,1,0.0477,144.792,4,0.194,1,calm
366,spotify:track:54v4F89krILLPg7rsgB65S,0.689,0.916,0.104,0.89,7,0.178,-22.308,1,0.0779,80.001,4,0.312,1,calm
367,spotify:track:0FCj9e5G6bwfOhRP0pCi2d,0.552,0.0818,0.542,0.73,9,0.11,-13.504,1,0.0569,77.002,4,0.287,1,calm
368,spotify:track:1NBvIHlwF1xKG2ukO7Rljx,0.544,0.642,0.131,0.628,7,0.0895,-18.863,0,0.0451,143.962,4,0.0558,1,calm
369,spotify:track:19YcCXN7ItQQHWTpSHlM4T,0.732,0.886,0.199,0.641,11,0.0923,-13.406,1,0.0844,76.197,4,0.45,1,calm
370,spotify:track:1oKnKdSNoXqnImjHx2QrjG,0.405,0.92,0.219,0.853,6,0.383,-15.271,1,0.0477,120,4,0.116,1,calm
371,spotify:track:10hwMXFxxuurnMh6qb9o5l,0.722,0.614,0.0837,0.488,6,0.151,-19.061,1,0.0861,147.738,4,0.56,1,calm
372,spotify:track:0m4MgEzWgP4Eng8qz1bVuL,0.435,0.993,0.194,0.905,5,0.243,-20.902,1,0.0377,138.384,4,0.143,1,calm
373,spotify:track:0FfrhdhM1qAwtbYBHyp3jn,0.583,0.993,0.157,0.948,2,0.0641,-20.44,1,0.0385,114.04,4,0.282,1,calm
374,spotify:track:4Kok2qDqDypfs7uSPKoRjt,0.474,0.974,0.207,0.436,0,0.152,-15.621,0,0.0383,99.865,4,0.198,1,calm
375,spotify:track:6U84Oadw1LFCLl5NyDOY00,0.627,0.953,0.282,0.896,6,0.0924,-14.692,1,0.0307,130.077,4,0.264,1,calm
376,spotify:track:2tHQXACXs5YmeVW1sdU6lN,0.619,0.554,0.281,0.956,1,0.112,-11.928,1,0.0804,80.01,4,0.456,1,calm
377,spotify:track:6pGkyzfYpHsyfab2Y4gcBT,0.5,0.442,0.0908,0.947,4,0.102,-27.628,0,0.0521,87.114,4,0.0491,1,calm
378,spotify:track:3r4veujwHR4zKWAyIjaXIK,0.437,0.899,0.0965,0.924,0,0.125,-16.805,1,0.0316,69.69,4,0.133,1,calm
379,spotify:track:6kKxwEr2tWllBrVvGDWhok,0.519,0.551,0.261,0.801,10,0.11,-6.852,0,0.121,162.528,4,0.285,1,calm
380,spotify:track:0ypcbNw6uMo9r2Fg9XVp5z,0.845,0.903,0.472,0.95,8,0.116,-12.546,1,0.0385,130.02,4,0.212,1,calm
381,spotify:track:4sKeTO6BV3OJQEhb2H0hkL,0.8,0.759,0.129,0.934,5,0.102,-12.861,1,0.0522,88.083,4,0.338,1,calm
382,spotify:track:5qoAtCLVsHr2P3LiQTzx2Y,0.668,0.892,0.311,0.888,7,0.0971,-13.353,0,0.0452,144.118,4,0.133,1,calm
383,spotify:track:2GByyLkl44EUx0yoYtzXgB,0.66,0.942,0.437,0.973,10,0.0831,-18.589,1,0.066,158.014,4,0.165,1,calm
384,spotify:track:6REE0IfL7UAoE9W8oN2fAz,0.62,0.989,0.00692,0.969,0,0.108,-27.907,1,0.0791,130.766,4,0.311,1,calm
385,spotify:track:0OzD4gdR6JcAXaXN14i0Zw,0.622,0.958,0.214,0.946,7,0.181,-15.387,1,0.0826,159.69,4,0.514,1,calm
386,spotify:track:6vAZeDta6wKVC9zn4XWe4f,0.379,0.995,0.0081,0.89,7,0.196,-36.654,1,0.0424,164.902,3,0.955,1,calm
387,spotify:track:5c2mTmtWmqxRKcHGRZYUF8,0.304,0.993,0.00198,0.923,1,0.0933,-45.438,0,0.0432,65.771,1,0.271,1,calm
388,spotify:track:4JsULKNv4gIyS62t7SCtoj,0.288,0.983,0.0437,0.922,8,0.0739,-25.054,1,0.0349,94.451,5,0.0346,1,calm
389,spotify:track:0KEmfRpgNte11Y1q3JzhyM,0.557,0.99,0.0443,0.929,2,0.119,-26.022,1,0.0474,125.621,4,0.676,1,calm
390,spotify:track:4y2BfhuJvggNcbgy8c9WTZ,0.241,0.991,0.00374,0.929,4,0.0558,-34.709,1,0.0396,61.764,3,0.0884,1,calm
391,spotify:track:6oW6tDZtKO48eCzlu07oVN,0.354,0.994,0.00759,0.887,9,0.0556,-41.79,0,0.0499,67.039,4,0.326,1,calm
392,spotify:track:6Rzu3uZI5uAOLapyBUcwHX,0.535,0.995,0.00781,0.916,2,0.0629,-33.509,1,0.0776,98.913,4,0.117,1,calm
393,spotify:track:6QRZHPmvdVhP7TRsqJtkGM,0.331,0.991,0.00393,0.886,1,0.135,-35.718,1,0.0551,168.364,4,0.0541,1,calm
394,spotify:track:0tahBAlxj6jygVNxqdOkmH,0.413,0.994,0.00276,0.953,4,0.0792,-32.914,0,0.116,72.429,3,0.131,1,calm
395,spotify:track:6O9buZz2DoPYhbxcl6rmZU,0.334,0.991,0.0036,0.933,3,0.0716,-34.227,1,0.0489,71.484,3,0.0934,1,calm
396,spotify:track:13bbYgBb17tyNO9uFy2L1R,0.301,0.994,0.00166,0.874,6,0.0857,-41.416,1,0.0594,61.121,3,0.0695,1,calm
397,spotify:track:7dJxLtmtWOYRCyfL24RXrA,0.418,0.986,0.00168,0.858,2,0.107,-26.325,0,0.0905,75.333,4,0.0542,1,calm
398,spotify:track:7xHTi4yw4WeTZn19p8oUO4,0.525,0.994,0.0013,0.935,4,0.0744,-40.585,0,0.0632,68.67,4,0.159,1,calm
399,spotify:track:6cYiVbPLYKEikRkjPmqW44,0.58,0.994,0.00172,0.92,2,0.0665,-32.045,0,0.102,64.489,3,0.318,1,calm
400,spotify:track:2kyEgPaAW8wdpvevPnkf0Z,0.132,0.993,0.0195,0.888,0,0.0569,-29.76,1,0.0445,81.616,3,0.14,1,calm
401,spotify:track:59cPOVxrn3Yjwydl1pullI,0.184,0.989,0.00833,0.596,3,0.104,-33.503,1,0.0519,61.541,3,0.211,1,calm
402,spotify:track:0q4XPi4qT3dFf4sO5QflQm,0.286,0.978,0.045,0.263,11,0.112,-27.32,0,0.0431,89.694,3,0.0733,1,calm
403,spotify:track:1mWs6bhWlFUCfEkUICAeUp,0.218,0.987,0.0666,0.953,9,0.0918,-27.06,1,0.0468,84.148,4,0.323,1,calm
404,spotify:track:7CzJbeI96Gqb5ob2r2jdeA,0.262,0.984,0.057,0.904,2,0.103,-23.727,1,0.0461,79.466,4,0.275,1,calm
405,spotify:track:5jwCLMS9CXg0H0T6ZZ1kEo,0.535,0.991,0.0585,0.925,5,0.099,-24.642,1,0.0429,113.355,4,0.568,1,calm
406,spotify:track:3aRqM6RTAuvQ7po1g4bRl7,0.12,0.983,0.0993,0.939,11,0.0916,-22.978,1,0.0461,168.625,3,0.0583,1,calm
407,spotify:track:05yzhEWkmVXiigqWfcNTQS,0.187,0.991,0.0306,0.968,5,0.0979,-27.399,0,0.0404,96.639,4,0.036,1,calm
408,spotify:track:0P7UwPB9vL74bD6gzYaKIu,0.138,0.989,0.0337,0.974,2,0.1,-27.266,1,0.0476,72.134,4,0.181,1,calm
409,spotify:track:6MePybbe2dvkgII6LFVLDd,0.512,0.985,0.0717,0.962,0,0.0788,-24.234,0,0.0399,79.684,4,0.58,1,calm
410,spotify:track:6ufaxWhOW87EXsKh5TSxMp,0.223,0.987,0.0299,0.947,11,0.0711,-27.344,1,0.0493,115.163,3,0.0468,1,calm
411,spotify:track:08SgYxvWzHYeCDnRdDCfHl,0.297,0.99,0.0281,0.877,2,0.0619,-26.385,1,0.0402,74.749,4,0.174,1,calm
412,spotify:track:6aez5zrwxKAK8ypIPseKeu,0.193,0.993,0.0625,0.879,0,0.0835,-22.468,0,0.0439,74.7,3,0.0383,1,calm
413,spotify:track:0jOnZhF75V68VsBObWx2XO,0.169,0.986,0.0161,0.86,9,0.0805,-31.034,0,0.0442,128.143,3,0.0573,1,calm
414,spotify:track:5xYXl8FKVUzk0BKpuejt0l,0.254,0.986,0.0658,0.916,7,0.0875,-23.783,1,0.0467,84.838,3,0.0603,1,calm
415,spotify:track:1qe1mHUozUo7PoMBBLnr3i,0.214,0.99,0.005,0.44,9,0.0719,-32.709,0,0.0428,82.204,4,0.13,1,calm
416,spotify:track:1HMUl1cfGMbIdMUOCT42D6,0.0833,0.976,0.00878,0.808,4,0.0756,-30.141,1,0.0409,83.041,4,0.0247,1,calm
417,spotify:track:2eSK6jy4LLth6hLBvYptJl,0.197,0.987,0.0216,0.939,6,0.0675,-26.593,0,0.0412,90.132,4,0.0393,1,calm
418,spotify:track:1Lyf6eFKuaF88gCtNu2bHy,0.0996,0.99,0.0143,0.939,10,0.0916,-30.664,1,0.0435,82.832,4,0.066,1,calm
419,spotify:track:6qS7so2YAFts6wpXG2jh7v,0.442,0.925,0.332,0.877,9,0.377,-15.576,0,0.0531,124.195,1,0.192,1,calm
420,spotify:track:54yUZWIz7FB4EAc9HRzgbY,0.46,0.93,0.246,0.92,8,0.109,-14.031,1,0.0553,123.66,3,0.143,1,calm
421,spotify:track:17HcgywSDAMZ2yGQhIGOkm,0.323,0.966,0.0471,0.892,1,0.101,-27.499,0,0.0502,163.283,3,0.216,1,calm
422,spotify:track:67dxQXw3EY8pJDDivrIRrT,0.377,0.973,0.101,0.931,0,0.112,-27.626,0,0.06,131.252,3,0.355,1,calm
423,spotify:track:10lsDESd1xrWFKP6PZluSz,0.397,0.981,0.0322,0.894,7,0.107,-27.421,1,0.0518,127.838,3,0.175,1,calm
424,spotify:track:3XL07TA2UzMwhUVRoIkCIy,0.493,0.907,0.0764,0.902,2,0.107,-21.955,1,0.0711,107.978,3,0.168,1,calm
425,spotify:track:6WvO7yurFnqpWex8TcgXoJ,0.399,0.977,0.0648,0.877,2,0.134,-22.981,1,0.0712,82.208,4,0.118,1,calm
426,spotify:track:6FA8uHmE0w5bdjdhYdAqpM,0.0808,0.897,0.0197,0.838,10,0.155,-25.35,0,0.047,82.782,3,0.031,1,calm
427,spotify:track:0KXGKIuYYKVORfNjIlZygI,0.186,0.974,0.0456,0.952,10,0.142,-21.94,1,0.0398,140.864,4,0.036,1,calm
428,spotify:track:1U4OxyoHuLZEX748TUcYvQ,0.266,0.944,0.119,0.876,0,0.119,-20.574,0,0.0383,109.582,4,0.134,1,calm
429,spotify:track:5HtLh9K853NW4Bc1UF5HjE,0.0639,0.938,0.117,0.872,10,0.114,-20.662,1,0.044,59.657,4,0.0367,1,calm
430,spotify:track:7CfQJ3WYtB80Sm8bq3lrXi,0.108,0.942,0.0454,0.782,5,0.236,-22.805,1,0.043,73.882,3,0.0604,1,calm
431,spotify:track:6tqQ8q6RzjuZIuE0RcM2yv,0.217,0.943,0.095,0.935,7,0.235,-20.932,1,0.0344,99.138,4,0.208,1,calm
432,spotify:track:0KFib9miawtzFe8bGqMQNm,0.369,0.956,0.238,0.917,6,0.0758,-16.965,1,0.041,100.243,4,0.217,1,calm
433,spotify:track:7sb9v8STIiB78RH5mexXXr,0.225,0.957,0.0979,0.00102,5,0.101,-16.707,1,0.0349,90.014,5,0.11,1,calm
434,spotify:track:3WijxGhekxWaMWcXCXJQdz,0.267,0.973,0.0946,0.00677,5,0.148,-20.118,1,0.0366,78.588,4,0.0837,1,calm
435,spotify:track:6t9Zpeyk6wcqwOxUqThSml,0.188,0.977,0.16,0.000125,5,0.169,-16.42,0,0.043,59.958,3,0.093,1,calm
436,spotify:track:2CXlShVVU8g5cXdiXpmlDe,0.27,0.981,0.135,0.0832,3,0.182,-18.478,1,0.037,107.1,3,0.135,1,calm
437,spotify:track:1SQRwmp1VXKI2zwWFR2VAu,0.172,0.966,0.0977,0.28,0,0.108,-20.773,1,0.0386,89.211,3,0.0598,1,calm
438,spotify:track:53wzzb2IsgoWWk06lVdBc1,0.233,0.987,0.136,0.0901,0,0.107,-19.622,1,0.0366,119.066,4,0.0774,1,calm
439,spotify:track:78UfMP5iKmK0v20snAS9wj,0.173,0.981,0.18,0.166,9,0.0872,-17.936,1,0.036,78.898,4,0.122,1,calm
440,spotify:track:0MbswiV8vzpIMXIb8FESL6,0.189,0.987,0.109,0.0467,2,0.113,-22.025,1,0.0387,161.97,4,0.1,1,calm
441,spotify:track:7EnBUFp5MrmtxbDdmE31PO,0.178,0.986,0.147,0.687,0,0.161,-18.638,1,0.0373,87.478,5,0.0907,1,calm
442,spotify:track:6VCbaqRFrO3l8pTWTZDQUW,0.171,0.983,0.0798,0.497,7,0.0914,-22.444,1,0.0364,175.908,4,0.0725,1,calm
443,spotify:track:6fcszHTolUkMeG4454066A,0.221,0.975,0.0983,0.0311,0,0.0936,-20.79,1,0.0371,87.179,4,0.0813,1,calm
444,spotify:track:3F9QGpYeqldKig4KpL0Xqt,0.154,0.983,0.137,0.176,7,0.144,-18.655,1,0.0343,171.871,3,0.0692,1,calm
445,spotify:track:0yQ0k6kOf0IyLQbmHAQ85u,0.538,0.833,0.32,4.00E-06,2,0.0859,-14.355,1,0.0324,88.79,4,0.462,1,calm
446,spotify:track:4ryicszKHGAYwsHbvMiazQ,0.213,0.839,0.352,5.25E-05,7,0.103,-10.118,1,0.0316,111.682,4,0.222,1,calm
447,spotify:track:6SfFKSqjj9iepeIAwq0ZOu,0.208,0.886,0.306,0.000343,5,0.367,-10.015,1,0.0291,99.849,3,0.129,1,calm
448,spotify:track:4Wn592uxBGUZHuTl3JaZHJ,0.308,0.868,0.169,0.00177,10,0.128,-15.041,0,0.0556,168.569,3,0.455,1,calm
449,spotify:track:0opzdXMFHLBtVNbxzCwJi7,0.331,0.882,0.111,0,7,0.313,-18.905,1,0.04,85.927,4,0.251,1,calm
450,spotify:track:3aflqY3isjShFUHoiS1QbR,0.371,0.993,0.00593,0.911,1,0.0699,-32.075,1,0.0469,135.297,3,0.0384,1,calm
451,spotify:track:21LQMTFUpe9zRR7Pq33aUI,0.287,0.99,0.0559,0.914,1,0.0928,-23.666,1,0.0373,74.834,4,0.0903,1,calm
452,spotify:track:5f9p9VZ7AesLazni8QsUNu,0.354,0.994,0.181,0.834,7,0.162,-20.656,0,0.0358,107.891,3,0.291,1,calm
453,spotify:track:45QVpFPpNOYMXDbbEeZ39X,0.421,0.994,0.0148,0.952,5,0.0921,-24.75,1,0.0663,59.082,4,0.508,1,calm
454,spotify:track:5davpz5HI11nqCgi7cr9TL,0.352,0.994,0.0185,0.904,1,0.0895,-27.574,1,0.0491,67.61,5,0.0536,1,calm
455,spotify:track:3Ty2HpKPNQ0QTLOrQBBjjG,0.278,0.967,0.079,0.274,7,0.125,-17.329,1,0.0424,119.531,3,0.241,1,calm
456,spotify:track:34ynbDeJIxManLe7i0P5rG,0.583,0.993,0.0443,0.952,0,0.102,-16.639,1,0.0719,74.822,3,0.507,1,calm
457,spotify:track:4LYLph6AcRon1BE7FBWJ3T,0.508,0.994,0.0115,0.949,2,0.0914,-26.617,0,0.0571,137.202,3,0.146,1,calm
458,spotify:track:7tyZqOZDFhCgARJWP4g6EC,0.325,0.991,0.0121,0.944,3,0.129,-26.326,1,0.0521,68.426,3,0.0387,1,calm
459,spotify:track:2N1bannYBX4BabhfI4KzBj,0.509,0.995,0.00846,0.961,7,0.115,-31.398,1,0.0744,59.83,4,0.0583,1,calm
460,spotify:track:2Ni3P5NkzvD43JpIryGeMx,0.661,0.732,0.17,0.89,7,0.0961,-24.751,1,0.0534,140.034,4,0.686,1,calm
461,spotify:track:4uPKJUjF4i1WG0siuY32Bd,0.326,0.993,0.00916,0.862,0,0.0992,-25.631,1,0.0386,87.505,4,0.148,1,calm
462,spotify:track:3sIpHEC9E2MhxDyj431Hk8,0.494,0.994,0.0146,0.953,0,0.103,-28.417,1,0.0554,121.799,4,0.193,1,calm
463,spotify:track:1bXTWionLbjve37qoSVdyR,0.707,0.722,0.0327,0.93,4,0.103,-29.26,1,0.0587,70.985,4,0.413,1,calm
464,spotify:track:4CVbGoESANjD7NfW2Jl5at,0.39,0.968,0.135,0.939,10,0.0897,-20.674,0,0.0441,126.048,3,0.218,1,calm
465,spotify:track:0fKzvRqaS34EtPeDBS6rwQ,0.345,0.963,0.108,0.92,4,0.104,-21.91,1,0.0349,98.849,4,0.238,1,calm
466,spotify:track:5XLJxAdCzT4KCQ4Rp1Bf6Y,0.346,0.993,0.174,0.94,6,0.11,-15.856,1,0.0484,68.877,3,0.162,1,calm
467,spotify:track:6yA5XLACuuMoBeM5K3t5cl,0.386,0.986,0.119,0.947,9,0.0842,-20.015,0,0.0427,139.798,4,0.088,1,calm
468,spotify:track:1sz1DL22ln0q2YM6GLFvxu,0.636,0.994,0.0133,0.966,0,0.117,-30.839,1,0.0475,79.99,4,0.244,1,calm
469,spotify:track:12lnRDf58tQ4qvmaEROE5r,0.337,0.987,0.0634,0.928,5,0.0884,-22.986,0,0.0525,74.054,4,0.0816,1,calm
470,spotify:track:6BByPjpSCL5wtB2LTyhCJy,0.401,0.993,0.0337,0.94,0,0.0927,-25.806,1,0.0494,68.812,3,0.244,1,calm
471,spotify:track:2hX0ncE771SfgEmu1wBBi8,0.444,0.995,0.0567,0.94,1,0.0992,-20.282,1,0.0599,66.07,4,0.0812,1,calm
472,spotify:track:6OjQwVW9QJcM0hYHqDkViB,0.731,0.649,0.272,0.892,10,0.0885,-19.079,1,0.052,126.039,4,0.0738,1,calm
473,spotify:track:57zYO8q3f19ksGdHcCFpk9,0.366,0.982,0.139,0.839,4,0.113,-15.489,0,0.0338,69.952,4,0.132,1,calm
474,spotify:track:24pxMjslKW09Ew6LMUs0Og,0,0.994,0.0536,0.961,4,0.104,-20.628,0,0,0,0,0,1,calm
475,spotify:track:2ISMdqxsJItqdDnwooteJ2,0.429,0.99,0.122,0.926,9,0.118,-21.66,1,0.0354,107.702,4,0.295,1,calm
476,spotify:track:29d3ZOBdD6D3YLOrIXEku7,0.464,0.957,0.0376,0.94,0,0.105,-20.151,1,0.0426,89.016,3,0.2,1,calm
477,spotify:track:2IG0H1bEgxUmWCQaUxWvHM,0.474,0.994,0.0335,0.948,2,0.0986,-20.107,0,0.0498,63.828,4,0.134,1,calm
478,spotify:track:1Xsd98cpIUDSobvr1hkSNo,0.497,0.995,0.0125,0.972,3,0.109,-30.881,1,0.0512,80.74,4,0.097,1,calm
479,spotify:track:081KlSKaAcV4tLJb806NvX,0.422,0.957,0.118,0.00876,3,0.748,-19.85,1,0.0381,76.35,3,0.195,1,calm
480,spotify:track:5Lth7xcFK8dGAu9GcoLzKx,0.65,0.959,0.161,0.438,9,0.11,-15.411,0,0.0516,110.118,4,0.4,1,calm
481,spotify:track:74kk2SjNWqhRcTTa5QoDec,0.456,0.97,0.111,0.911,2,0.11,-19.226,0,0.0355,111.163,4,0.0682,1,calm
482,spotify:track:0cC3JukQCOX5gyi2Zvh2J3,0.51,0.994,0.0233,0.934,8,0.134,-22.902,1,0.0485,103.376,4,0.0661,1,calm
483,spotify:track:6nDBKDiLUbrRFe2Wyghmrb,0.432,0.993,0.03,0.953,5,0.133,-22.284,0,0.0566,73.789,4,0.117,1,calm
484,spotify:track:4o800k0L50O5mIUB69SPyV,0.426,0.98,0.0766,0.947,7,0.107,-21.274,1,0.0361,114.239,4,0.213,1,calm
485,spotify:track:40jTwi0A7djTFe01Di61Ux,0.106,0.943,0.0533,0.829,7,0.1,-26.613,1,0.0481,82.857,5,0.0467,1,calm
486,spotify:track:1PAqkhjrgQboGgUJILMuBv,0.337,0.992,0.0454,0.95,0,0.113,-20.546,0,0.0409,108.437,4,0.069,1,calm
487,spotify:track:08nQNQ3joVf8kyjuZ9rEVv,0.226,0.94,0.126,0.879,0,0.119,-15.531,1,0.0346,81.222,1,0.114,1,calm
488,spotify:track:250xQaKwlQdcQIwKpxNJAE,0.521,0.993,0.00914,0.947,3,0.108,-25.67,0,0.0511,125.56,4,0.209,1,calm
489,spotify:track:62csCIvUUsNMT3Mhelgsa5,0.537,0.995,0.102,0.863,9,0.0829,-22.698,1,0.0539,98.768,4,0.158,1,calm
490,spotify:track:4M7jagkEBHpniJmWdntxNR,0.487,0.996,0.0357,0.94,7,0.0989,-24.424,1,0.0481,125.712,3,0.316,1,calm
491,spotify:track:1YUgBzqZ1hNKIPNoqRqcWl,0.552,0.989,0.0209,0.923,2,0.0927,-26.152,0,0.0663,107.403,4,0.369,1,calm
492,spotify:track:11Bap5k9jpMjBbqQA9gSez,0.43,0.993,0.0259,0.963,5,0.112,-21.824,0,0.0522,70.948,3,0.129,1,calm
493,spotify:track:0fGNaE47Hx1SO8kEKtkGxb,0.476,0.994,0.0161,0.952,8,0.084,-26.698,0,0.0697,54.812,4,0.304,1,calm
494,spotify:track:21OfFSZFdsghlJ0HEkn4fp,0.463,0.799,0.0847,0.224,9,0.24,-19.958,0,0.0342,63.398,4,0.124,1,calm
495,spotify:track:7K0PfKnSxyIpboH6Mf52tX,0.421,0.961,0.103,0.739,0,0.117,-20.014,0,0.0391,124.076,4,0.151,1,calm
496,spotify:track:6qndCUtGfuTftffeoTwlzc,0.409,0.995,0.0791,0.969,8,0.099,-24.396,1,0.0429,63.328,4,0.264,1,calm
497,spotify:track:0JZdR8HqssK4QAqf1PWDrH,0.391,0.87,0.106,0.846,7,0.14,-21.126,1,0.0346,104.284,4,0.219,1,calm
498,spotify:track:3aMGM7sA678FANNJsBZwqb,0.347,0.988,0.0311,0.922,5,0.0982,-21.135,1,0.035,71.344,4,0.077,1,calm
499,spotify:track:2SnqjYYcdNDtwD7Lsaoc7q,0.341,0.981,0.0945,0.861,0,0.112,-27.4,1,0.0421,120.878,4,0.201,1,calm
500,spotify:track:5aKLhm6lm80cPCxtDe1COc,0.438,0.994,0.0248,0.949,5,0.111,-18.863,0,0.0551,70.411,5,0.102,1,calm
501,spotify:track:1Jj5UqxQwaJtjHStDeZOrj,0.441,0.988,0.0269,0.899,1,0.115,-21.321,1,0.0385,130.677,5,0.0492,1,calm
502,spotify:track:557XI8GO5AMpQAArdSim5l,0.46,0.989,0.00985,0.917,7,0.086,-23.142,1,0.0437,62.979,3,0.224,1,calm
503,spotify:track:5fdbI2WsfZ3IM1fR13lKWC,0.559,0.996,0.0129,0.958,9,0.0939,-28.553,1,0.0921,76.163,4,0.191,1,calm
504,spotify:track:49cHcgGdxMYKEAlgf6HRuK,0.298,0.995,0.0265,0.911,4,0.0984,-29.527,1,0.0385,147.334,5,0.227,1,calm
505,spotify:track:6GLy7czJd5VC2Jf47lpj12,0.323,0.99,0.0186,0.934,2,0.105,-28.248,1,0.0477,85.228,4,0.126,1,calm
506,spotify:track:59ZAYTcEyevPRJyCCvN6ki,0.357,0.966,0.0209,0.918,5,0.107,-23.356,1,0.0441,82.585,4,0.0629,1,calm
507,spotify:track:0m26TiciRfDd1N2TG3uCab,0.46,0.992,0.128,0.953,0,0.108,-19.804,1,0.0511,81.793,4,0.143,1,calm
508,spotify:track:5IJ1p1jO2oW0evfV1KDspF,0.453,0.989,0.0269,0.951,1,0.093,-22.605,1,0.0481,95.996,3,0.128,1,calm
509,spotify:track:3qBUFn6AgcHTI3tkg99lDD,0.449,0.993,0.0067,0.955,0,0.088,-27.332,1,0.06,60.949,4,0.109,1,calm
510,spotify:track:2o3sYC3NXerSMWCl3zPn0E,0.0678,0.961,0.0545,0.912,0,0.093,-24.932,1,0.037,73.044,3,0.0609,1,calm
511,spotify:track:6IWbqyzwXOcZfL2OCxvfph,0.237,0.985,0.0859,0.899,3,0.133,-22.479,1,0.0364,167.501,3,0.174,1,calm
