index,uri,danceability,acousticness,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood,mood_string
168,spotify:track:02U4TjJzsVxepT9fPxT5EL,0.214,0.00014,0.977,0,11,0.314,-1.285,0,0.22,148.971,4,0.278,0,energetic
169,spotify:track:5Dfn8d2XhoNkLXHFokWEft,0.586,0.00277,0.991,0,11,0.323,-3.163,0,0.128,88.484,4,0.356,0,energetic
170,spotify:track:0qVgHPfiN2UDZlDGwWeN3S,0.184,4.72E-05,0.969,0.00484,6,0.308,-4.995,1,0.131,199.927,4,0.293,0,energetic
171,spotify:track:3g4v1ZEocHoqDTcCnt7ZVS,0.251,0.0143,0.926,0.941,11,0.253,-3.973,0,0.11,134.802,4,0.44,0,energetic
172,spotify:track:3rOq28cBJDtAlNpUkreUuW,0.343,1.89E-05,0.975,0.47,7,0.314,-2.554,1,0.186,95.972,4,0.371,0,energetic
173,spotify:track:1tLXB1tN8oefFHirlSYAwX,0.572,5.52E-06,0.886,0.000768,8,0.512,-3.555,1,0.0342,129.972,4,0.365,0,energetic
174,spotify:track:2XkHYCnpQ1VHQ8PXfVC0mm,0.363,3.34E-05,0.997,0.95,8,0.27,-3.011,1,0.158,126.545,4,0.0659,0,energetic
175,spotify:track:1DLMvDOrEP5Idg7Y0dwRYq,0.423,0.0891,0.953,0.935,1,0.182,-6.054,1,0.0993,126.411,4,0.393,0,energetic
176,spotify:track:5giQfvJXRwkggOmrNyQDL4,0.249,0.000741,0.942,0.119,0,0.0842,-7.145,1,0.122,134.582,4,0.136,0,energetic
177,spotify:track:0rdzqSjF66ce2u9zPTH3ty,0.288,9.41E-05,0.975,9.70E-05,6,0.0903,-3.197,1,0.184,199.933,4,0.329,0,energetic
178,spotify:track:5MUSUJZjV8OFfvz4obgP6H,0.335,0.00202,0.936,0.462,2,0.474,-8.104,1,0.172,87.463,4,0.19,0,energetic
179,spotify:track:7kU0lSE59DFLas6n8lRCIS,0.0952,0,0.985,0.737,11,0.288,-5.495,1,0.146,161.892,4,0.0795,0,energetic
180,spotify:track:7BYjpsgxiGz0s2mkAPpm9p,0.185,1.42E-05,0.919,0.529,11,0.0951,-5.712,1,0.0517,183.07,4,0.336,0,energetic
181,spotify:track:7g7rWLAumUDW4jTBHQ5ncU,0.321,0.00956,0.986,0.00522,7,0.346,-2.047,1,0.152,103.553,4,0.146,0,energetic
182,spotify:track:4W12GWtlKHvkATenovG2oA,0.41,7.11E-05,0.965,0,4,0.27,-5.396,0,0.0956,90.65,3,0.42,0,energetic
183,spotify:track:7fh4G9xw4qwouajx9Jsupl,0.283,0.000311,0.995,0.544,7,0.07,-4.522,1,0.173,126.746,4,0.0394,0,energetic
184,spotify:track:3ZLP4lGIJ4RTrFeQRsGcZh,0.174,6.96E-06,0.968,0.876,7,0.235,-4.822,1,0.128,84.767,4,0.0523,0,energetic
185,spotify:track:1kxKzhVlOT913CroNm2Z2e,0.421,5.75E-06,0.988,6.91E-06,1,0.0612,-2.344,1,0.0877,179.924,4,0.297,0,energetic
186,spotify:track:3V91jp9JPpieZWtE1v2jdM,0.379,0.0156,0.788,0,6,0.212,-10.555,1,0.147,123.646,4,0.31,0,energetic
187,spotify:track:18Fta7JyHmyACF3N2ZUtNt,0.332,1.25E-05,0.912,0.544,11,0.111,-13.046,1,0.0826,112.676,5,0.375,0,energetic
188,spotify:track:4VhuZDlotUdWb9d2U9E2NW,0.509,0.000245,0.991,5.53E-06,7,0.354,-4.092,1,0.29,104.951,4,0.072,0,energetic
189,spotify:track:1RMerkm8na6flcGDa7xQ0c,0.433,0.000216,0.923,0.563,1,0.126,-14.108,0,0.049,200.053,4,0.356,0,energetic
190,spotify:track:2VDtdXUeAcXeI1E17FQ82W,0.385,3.29E-05,0.965,0.191,4,0.11,-7.793,1,0.0856,115.545,3,0.0392,0,energetic
191,spotify:track:6W6ijKiufUsBBcgJPKis6T,0.762,0.00642,0.854,1.11E-06,0,0.131,-2.757,0,0.0818,105.969,4,0.615,0,energetic
192,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.579,0.193,0.904,0,5,0.064,-2.729,1,0.0618,82.014,4,0.681,0,energetic
193,spotify:track:5RtsKTdXCeP28MwLYxB8oY,0.381,1.20E-05,0.974,0.623,6,0.164,-5.455,1,0.126,128.037,4,0.253,0,energetic
194,spotify:track:2zN3C3E7TuJyLtQV6mX0kV,0.166,0.202,0.673,0.00469,6,0.103,-16.382,0,0.0934,161.737,4,0.15,0,energetic
195,spotify:track:1kKAjcqdrCQb9xmo3OTAeQ,0.337,0.187,0.385,1.91E-05,7,0.0929,-11.382,0,0.0358,119.723,4,0.157,0,energetic
196,spotify:track:4c1uTRNtqXAPvi2Pn8x3Z9,0.447,4.02E-06,0.96,0.0374,2,0.0326,-5.133,1,0.382,136.907,4,0.14,0,energetic
197,spotify:track:666eS1N2twgdyDofhiab3J,0.304,5.26E-06,0.961,0.0534,0,0.322,-2.986,1,0.19,135.031,4,0.333,0,energetic
198,spotify:track:5FrYZzT7ZdALZDH5lOVIky,0.42,0.000598,0.98,0.0205,8,0.325,-4.185,1,0.149,88.984,4,0.284,0,energetic
199,spotify:track:3n0nJpaoXqeQPcQAUpH82x,0.275,1.14E-05,0.996,0.000191,10,0.0292,-3.996,0,0.21,120.013,4,0.0596,0,energetic
200,spotify:track:6llZj9wHfbUCUjthixF9VF,0.534,3.07E-05,0.957,4.57E-06,10,0.0683,-4.572,0,0.116,125.013,4,0.368,0,energetic
201,spotify:track:1SfWhQYidQRzHFGynzSzuR,0.372,0.0118,0.969,0.399,0,0.328,-6.504,1,0.109,104.02,4,0.104,0,energetic
202,spotify:track:1OrRewe6CEgTtTepMDLU1V,0.258,3.42E-06,0.922,0.506,10,0.0357,-7.912,0,0.304,76.484,4,0.437,0,energetic
203,spotify:track:3dr5a93UZn7hqgyjSlkl3Q,0.29,0.00301,0.876,0,10,0.115,-4.353,0,0.0491,132.812,4,0.501,0,energetic
204,spotify:track:5fRY4udxN9pTu9p6CLv7Xu,0.538,0.0232,0.937,0.00171,9,0.365,-7.057,1,0.043,120.771,4,0.652,0,energetic
205,spotify:track:1OMVRosiz3wNOihyt77DHA,0.596,0.00213,0.951,0.766,11,0.114,-5.425,0,0.0598,142.029,4,0.112,0,energetic
206,spotify:track:3cSiDJNunGxwJEtJJFjqj9,0.368,0.00134,0.972,0,7,0.138,-3.878,1,0.118,98.977,4,0.329,0,energetic
207,spotify:track:5z7oAQzgrjpyig2ekb5VyS,0.178,1.24E-05,0.983,0.000319,11,0.35,-2.842,0,0.217,170.482,4,0.239,0,energetic
208,spotify:track:1Iz32A77pVOC8ccSKBQ0Ju,0.46,1.27E-05,0.975,0.034,0,0.165,-3.865,1,0.091,92.471,4,0.348,0,energetic
209,spotify:track:0rY2e1knWuBDzG9m6PdWW2,0.464,0.00257,0.887,0.00522,7,0.113,-4.734,0,0.112,110.09,4,0.31,0,energetic
210,spotify:track:2upoZyPGurQdQ1QzGHuVVM,0.187,0.00801,0.959,0,2,0.216,-2.858,0,0.0906,154.448,4,0.434,0,energetic
211,spotify:track:5CsOEj3QwPKe5zPVlu8dOv,0.503,0.000435,0.837,0.00325,3,0.29,-3.536,1,0.0676,112.911,4,0.655,0,energetic
212,spotify:track:4IvCdWNq7xbJpSxNvbEVcN,0.538,0.000157,0.963,1.58E-06,0,0.401,-3.97,1,0.189,149.985,4,0.341,0,energetic
213,spotify:track:0xu7HZ84YKV7G9KnWW1hxB,0.363,0.000918,0.764,0.0138,4,0.274,-6.971,0,0.0502,134.543,4,0.165,0,energetic
214,spotify:track:5joedeodptsXwXsZQW8Quo,0.5,0.232,0.976,0.00508,6,0.448,-6.008,0,0.179,111.586,4,0.398,0,energetic
215,spotify:track:7L1FJyroQMHnNUq6a1VUJz,0.223,1.54E-05,0.975,0.00278,4,0.421,-4.075,1,0.152,153.594,4,0.295,0,energetic
216,spotify:track:37TI899365xTwsfdDJ3hyF,0.339,9.68E-06,0.982,0.00517,1,0.0819,-4.78,1,0.0747,100.059,3,0.224,0,energetic
217,spotify:track:3cb9wwvZgbg4PrDb7iyb4J,0.385,0.000518,0.934,0.0019,4,0.294,-3.76,1,0.291,129.954,4,0.153,0,energetic
218,spotify:track:33jxg8LpIhtqtsfCnK978m,0.375,2.06E-05,0.988,0.000142,10,0.171,-3.567,0,0.119,157.392,4,0.377,0,energetic
219,spotify:track:0ETll8adciE1ZFEclekgsF,0.192,6.63E-05,0.983,0.00417,10,0.255,-2.506,0,0.184,159.802,4,0.208,0,energetic
220,spotify:track:2ep68nptDwMPQT1yVMBAvk,0.276,3.89E-05,0.984,0.00898,2,0.34,-3.46,1,0.236,114.626,5,0.131,0,energetic
221,spotify:track:2meQFritamj5ASDt6Z6B2t,0.444,7.43E-05,0.977,0.483,5,0.0523,-5.251,0,0.168,120.026,4,0.128,0,energetic
222,spotify:track:4Bl772bkCkV4LKWdwCYE8e,0.31,0.00147,0.969,0.00534,6,0.0604,-3.158,1,0.235,157.405,4,0.154,0,energetic
223,spotify:track:1ED2PJCjd5CevPB6BGz9Qw,0.309,0.000863,0.979,0.00594,10,0.0833,-5.038,0,0.196,120.549,4,0.173,0,energetic
224,spotify:track:61YuwwnN5otZ90oUwt4KwI,0.329,9.75E-05,0.947,0.235,6,0.297,-8.59,0,0.15,124.24,4,0.217,0,energetic
225,spotify:track:7Kx37hogkvJqoXZPyFs1mW,0.391,2.08E-06,0.846,0.00013,7,0.0905,-7.196,1,0.0454,98.702,4,0.37,0,energetic
226,spotify:track:6yVEMWGt8EjnIWmEul8cFN,0.42,0.000198,0.95,0,11,0.354,-1.469,1,0.185,170.149,4,0.499,0,energetic
227,spotify:track:3MPWyevdfMskAwymFo2Nzq,0.322,0.245,0.483,0,1,0.102,-11.453,0,0.0319,93.235,4,0.12,0,energetic
228,spotify:track:3CODZyPAxaPSirr3Mm1yNJ,0.545,3.47E-05,0.981,0.00389,6,0.181,-4.737,1,0.124,137.031,4,0.346,0,energetic
229,spotify:track:3uSQ6L82WfBFD9i5SRZ6Rc,0.245,0.0376,0.91,0.801,8,0.0995,-6.06,1,0.29,137.172,4,0.178,0,energetic
230,spotify:track:7BzGRJ2I6Z15UNNJSpnMpM,0.357,8.59E-05,0.98,0.0139,4,0.214,-4.192,0,0.16,94.255,4,0.156,0,energetic
231,spotify:track:6eIrUPpKwcprdVkpj17vNJ,0.177,2.83E-05,0.944,0.000129,8,0.287,-3.938,1,0.0876,95.001,3,0.215,0,energetic
232,spotify:track:7uUQfu9T8mGlLBV3UsNlgJ,0.367,0.00072,0.996,0,2,0.121,-1.566,1,0.168,120.461,4,0.138,0,energetic
233,spotify:track:2q7gwFYOmhqJTGn9pd4cMK,0.423,0.156,0.959,0.91,11,0.269,-5.053,0,0.21,124.816,4,0.486,0,energetic
234,spotify:track:0xDVm6bwHSmoHlvyX7ZMI9,0.248,1.11E-05,0.903,0.18,7,0.292,-7.246,1,0.156,126.72,4,0.294,0,energetic
235,spotify:track:7qA5NfbQfIe8kpQs1NNdkW,0.277,0.000174,0.98,3.55E-06,4,0.176,-2.905,1,0.205,95.811,4,0.464,0,energetic
236,spotify:track:1sqDniJiac6DEyyUpFczP1,0.284,0.0588,0.873,0.876,9,0.339,-8.933,1,0.135,117.377,4,0.0659,0,energetic
237,spotify:track:4tX0Zuk62XyIN5nlc5L0IH,0.164,2.69E-06,0.999,0.901,8,0.0758,-3.443,0,0.109,112.685,4,0.0147,0,energetic
238,spotify:track:2fCQ8j4a5JfmJP1kGM74MY,0.295,4.16E-05,0.963,0.192,7,0.0438,-5.541,1,0.118,146.982,4,0.34,0,energetic
239,spotify:track:3F7YdA5zo3gfd6RpI7hwKD,0.257,0.00464,0.992,0.000794,7,0.304,-2.049,1,0.22,102.57,4,0.074,0,energetic
240,spotify:track:0lCADUdaMcrk9IbP5SaOB8,0.588,0.000306,0.889,4.04E-06,0,0.131,-5.967,0,0.0386,139.949,4,0.618,0,energetic
241,spotify:track:6rjeuEz8pP9HJ9A41IMGl7,0.515,0.00516,0.993,0,7,0.109,-4.466,1,0.0738,91.002,4,0.447,0,energetic
242,spotify:track:5wdTnko4Z75Dqekpdi3RAJ,0.402,0.000371,0.879,0.00467,10,0.139,-8.231,0,0.109,127.731,4,0.793,0,energetic
243,spotify:track:3AwC45myFy1RldSF5HtwxZ,0.382,3.48E-05,0.972,0.000177,6,0.363,-2.881,0,0.182,160.006,4,0.371,0,energetic
244,spotify:track:0JJP0IS4w0fJx01EcrfkDe,0.459,0.00725,0.895,0,2,0.206,-3.126,1,0.0805,181.04,4,0.572,0,energetic
245,spotify:track:5LyRtsQLhcXmy50VXhQXXS,0.325,0.00177,0.985,0.107,11,0.351,-3.941,1,0.151,125.307,4,0.221,0,energetic
246,spotify:track:4E5xVW505akJX0wcKj8Mpd,0.519,0.00203,0.982,0.00055,7,0.0971,-3.547,1,0.108,97.745,4,0.361,0,energetic
247,spotify:track:0uukw2CgEIApv4IWAjXrBC,0.481,0.0037,0.973,0.000877,7,0.325,-1.945,1,0.0542,99.331,4,0.362,0,energetic
248,spotify:track:0rUNZQuYQvOz6A6zwyT6tM,0.242,5.08E-05,0.983,4.43E-05,2,0.303,-2.679,1,0.106,163.366,4,0.301,0,energetic
249,spotify:track:7LL40F6YdZgeiQ6en1c7Lk,0.59,6.94E-06,0.787,0.845,7,0.0293,-5.766,1,0.0512,111.926,4,0.598,0,energetic
250,spotify:track:5ohfpKB5tt275f4Y4lQ9F7,0.326,9.41E-05,0.995,0.386,1,0.145,-4.38,1,0.147,105.459,4,0.092,0,energetic
251,spotify:track:2MuWTIM3b0YEAskbeeFE1i,0.543,0.000647,0.836,0.431,4,0.153,-9.11,0,0.0353,105.173,4,0.56,0,energetic
252,spotify:track:7ouSZGlGdhFjgbQpB7TZ1m,0.173,4.11E-06,0.981,0.268,6,0.044,-4.739,0,0.402,169.186,1,0.126,0,energetic
253,spotify:track:2bfwYcc1FzkIym0XRkYb7F,0.347,2.55E-06,0.99,0.481,1,0.361,-4.994,0,0.207,128.99,4,0.0756,0,energetic
254,spotify:track:38fIaph07Kd8ZIN6l17ZJs,0.384,0.000611,0.916,0.422,4,0.14,-6.468,0,0.0983,158.042,4,0.192,0,energetic
255,spotify:track:5IX4TbIR5mMHGE4wiWwKW0,0.437,0.00111,0.695,0.0857,7,0.124,-9.447,1,0.0617,102.178,3,0.413,0,energetic
256,spotify:track:6UB9mShVLbMm0W4e6vud4C,0.481,0.00022,0.928,0.558,11,0.106,-8.799,0,0.0672,96.699,4,0.427,0,energetic
257,spotify:track:58SUPk63baVqZ44Yko0wWL,0.254,5.82E-05,0.816,0.0634,2,0.0865,-7.327,1,0.0506,202.059,4,0.531,0,energetic
258,spotify:track:6z8KgGwhwJPSq948Vk3mWk,0.307,3.44E-05,0.947,0.931,2,0.152,-6.429,1,0.0489,140.902,4,0.276,0,energetic
259,spotify:track:7ouzafITrJhhuoFR99MPYL,0.158,2.12E-05,0.994,0.429,6,0.289,-4.632,0,0.253,196.639,4,0.173,0,energetic
260,spotify:track:3Staqm5EYDnYBqcwuxrWjZ,0.266,5.44E-06,0.866,0.0185,11,0.0961,-7.885,1,0.112,119.41,4,0.211,0,energetic
261,spotify:track:6lWFQo5NuR3y8Q6CHIRatA,0.302,0.000849,0.805,4.19E-06,6,0.151,-11.395,0,0.0967,112.766,4,0.578,0,energetic
262,spotify:track:0mIUS9GApGWW8wGxNI0CPE,0.324,3.24E-05,0.977,0.0101,4,0.0888,-4.963,0,0.0913,198.97,4,0.438,0,energetic
263,spotify:track:5LO0sJCkNMZYLYeGOvblLu,0.322,8.66E-05,0.978,0.266,9,0.136,-5.446,1,0.131,112.878,4,0.271,0,energetic
264,spotify:track:76BYv24CcZt2u94JRjmATX,0.329,0.0242,0.885,0.00433,9,0.735,-10.661,1,0.0904,163.538,4,0.481,0,energetic
265,spotify:track:2SgbR6ttzoNlCRGQOKjrop,0.415,0.00437,0.908,0.0345,2,0.082,-9.701,1,0.0765,114.816,4,0.437,0,energetic
266,spotify:track:4cJhBmeJ7KiBeuy7oxRnZ3,0.148,4.66E-06,0.908,0.614,9,0.0723,-7.336,1,0.117,93.888,4,0.0707,0,energetic
267,spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,0.329,0.000852,0.974,0.000118,3,0.0904,-8.77,0,0.135,140.862,4,0.234,0,energetic
268,spotify:track:2dXsILW8gzkosqleHAvl0v,0.518,0.00563,0.858,0.00349,0,0.0598,-6.147,1,0.0672,117.897,4,0.249,0,energetic
269,spotify:track:3Ky8IzV8IVSwijtaTWB2SK,0.263,0.00338,0.97,0.000795,5,0.0922,-4.182,0,0.163,151.729,4,0.17,0,energetic
270,spotify:track:6b6uLZsoGhObYexIxnRbIb,0.248,5.87E-05,0.988,0.84,2,0.323,-3.74,1,0.144,115.301,4,0.149,0,energetic
271,spotify:track:1Gn1FeIYUMZ2a7PrbaaQhl,0.251,0.000254,0.978,0.315,4,0.0798,-5.495,0,0.166,100.822,4,0.17,0,energetic
272,spotify:track:769cLRTw2y6KRdkFWFkxtu,0.372,0.000211,0.888,0.00442,2,0.115,-5.88,1,0.0943,141.374,4,0.555,0,energetic
273,spotify:track:3yNoEJifUJdly8ucYoWRwl,0.291,0.000918,0.758,6.84E-06,1,0.291,-12.103,1,0.0556,80.601,4,0.446,0,energetic
274,spotify:track:2O7UGwJPVlix15Wn4sa5vw,0.257,6.07E-05,0.975,0.1,9,0.222,-6.128,1,0.175,149.312,4,0.276,0,energetic
275,spotify:track:3iUJrkMilUVkUKtYZK7Th4,0.534,0.000359,0.969,0.564,3,0.269,-3.378,1,0.0535,75.005,4,0.598,0,energetic
276,spotify:track:1fcyfC1KLSWVCIvALR5AxS,0.379,0.000869,0.941,0.000637,11,0.0393,-10.443,0,0.038,105.155,4,0.527,0,energetic
277,spotify:track:3xXdvIk3cI9BVjpKixwLKd,0.16,0.00132,0.976,0.172,6,0.276,-9.157,1,0.0569,177.111,4,0.095,0,energetic
278,spotify:track:77xmDupCWuKQ9lz8hSUszC,0.145,4.68E-06,0.988,0.00755,1,0.293,-3.131,1,0.0834,187.877,4,0.215,0,energetic
279,spotify:track:34LXW73avo8xz0NLiVuiow,0.428,0.000679,0.947,0.0563,10,0.262,-8.516,0,0.0751,102.335,4,0.223,0,energetic
280,spotify:track:4cuPWrSsjNLAkYRJwQLCzt,0.387,0.00854,0.942,0.000437,2,0.491,-8.052,1,0.0442,134.558,4,0.251,0,energetic
281,spotify:track:7au6woRLPhEyBVzfF9VsfS,0.209,1.66E-06,0.985,0.0187,0,0.226,-4.643,1,0.0974,170.44,4,0.404,0,energetic
282,spotify:track:3sSonVXqDeoEFj2lM7mpYT,0.289,4.66E-05,0.968,0.0163,2,0.0569,-4.049,1,0.15,97.076,4,0.284,0,energetic
283,spotify:track:0bpeXTCwvkZad3GRtFSIOT,0.421,3.87E-06,0.977,0.00876,7,0.0213,-2.693,1,0.107,158.021,4,0.333,0,energetic
284,spotify:track:2TLNPA3qCpcVor2cuMZ3RA,0.241,0.0007,0.976,0.457,9,0.377,-4.103,1,0.203,166.249,4,0.374,0,energetic
285,spotify:track:1HNFInFeXqddmDRqvlelGQ,0.314,0.000139,0.991,0.0652,5,0.11,-3.852,0,0.349,138.777,4,0.0396,0,energetic
286,spotify:track:4Yx9Tw9dTgQ8eGCq3PRDyn,0.301,0.000417,0.995,0.295,1,0.125,-4.394,0,0.159,88.15,4,0.0374,0,energetic
287,spotify:track:65POu6kUQdR33JxwN92afX,0.402,3.79E-05,0.994,0.0934,8,0.145,-7.338,0,0.0623,104.111,4,0.247,0,energetic
288,spotify:track:7fSOpoZTwCmS8FON3g5M4O,0.349,9.15E-05,0.988,0.00806,10,0.111,-4.116,0,0.156,103.193,4,0.0934,0,energetic
289,spotify:track:3imvyueGCg6HPck801Pi2U,0.258,5.35E-06,0.953,0.104,0,0.0629,-8.026,0,0.0946,108.485,4,0.0778,0,energetic
290,spotify:track:53moBl6txrkCkc6r83tOE9,0.28,1.05E-05,0.817,0.000327,1,0.392,-11.359,1,0.0417,135.698,4,0.221,0,energetic
291,spotify:track:0ASlBt3KdsnokRI137AbUl,0.48,0.0921,0.828,0.00229,1,0.831,-13.317,1,0.0601,105.554,4,0.212,0,energetic
292,spotify:track:0dqGfCMAGyDgpUAgLNOjWd,0.256,0.00311,0.929,0.201,7,0.11,-6.667,1,0.113,113.47,4,0.278,0,energetic
293,spotify:track:0WSRrGVg1gO33MKIBPgBV2,0.28,3.73E-05,0.986,0.688,0,0.071,-7.012,1,0.115,91.025,4,0.16,0,energetic
294,spotify:track:1bcioXEBfobgGko8dsexRr,0.42,0.000611,0.911,0.00255,10,0.0539,-10.098,0,0.102,127.671,4,0.458,0,energetic
295,spotify:track:4Y8Zyb710vv3OA6ouSkjQz,0.252,8.81E-05,0.988,0.0451,9,0.0516,-5.291,1,0.203,162.945,4,0.0529,0,energetic
296,spotify:track:7fcfNW0XxTWlwVlftzfDOR,0.43,0.000155,0.704,0.00221,1,0.0933,-8.008,0,0.0804,118.242,4,0.703,0,energetic
297,spotify:track:2rKz4ihTRHCD0RpNaO1ANJ,0.437,0.00616,0.94,0.0055,10,0.0898,-5.467,1,0.0895,95.171,4,0.426,0,energetic
298,spotify:track:4vJr55lngvhSM8WIh9CjQc,0.274,0.000212,0.726,0.0113,9,0.0993,-11.541,1,0.0449,146.449,4,0.426,0,energetic
299,spotify:track:4W2CRPuOl8wN3aR7QmOmQE,0.379,4.92E-05,0.953,0.000646,4,0.303,-4.969,0,0.0527,134.579,4,0.268,0,energetic
300,spotify:track:67cK8LFYtkCPHJ04Dxpwbz,0.165,0.917,0.00898,0.058,4,0.0698,-34.674,1,0.0421,129.776,1,0.0425,1,calm
301,spotify:track:4ifoG9aIc24scFjiT5I6vG,0.435,0.996,0.0337,0.892,9,0.0609,-29.276,1,0.0395,83.336,4,0.521,1,calm
302,spotify:track:3j4BKRYsW8N6xGxzFNPea3,0.298,0.956,0.0471,0.852,5,0.0978,-25.706,1,0.0383,77.45,4,0.255,1,calm
303,spotify:track:4hK4KhMaUrX0o0sQjSvdgM,0.27,0.943,0.00996,0.00383,5,0.281,-31.471,1,0.0436,105.936,4,0.101,1,calm
304,spotify:track:1wuP8wASPeusAIGUx0KD3F,0.117,0.97,0.0669,0.514,10,0.0587,-22.907,0,0.0465,76.839,4,0.0484,1,calm
305,spotify:track:08OUgtA1zYVTQe7HldRbK1,0.369,0.991,0.00397,0.93,1,0.0744,-30.626,1,0.0517,129.209,4,0.0551,1,calm
306,spotify:track:46fjtukm4x6DzX4l5PwsQI,0.147,0.933,0.0231,0.896,7,0.122,-31.456,1,0.0472,70.146,3,0.0698,1,calm
307,spotify:track:0C77TZY7BVxPWapav587Gx,0.146,0.842,0.0654,0.0511,7,0.103,-18.591,0,0.0487,57.842,3,0.0708,1,calm
308,spotify:track:4UKfsxdCkBfb9fC4wD9K2e,0.135,0.977,0.0399,0.726,2,0.098,-25.845,0,0.0536,63.532,4,0.0566,1,calm
309,spotify:track:1WX34ww4A9ACE6TZyxNjKP,0.178,0.986,0.0168,0.908,3,0.134,-29.038,1,0.0418,72.29,4,0.0395,1,calm
310,spotify:track:6JuAQt82LhM3ZCpD5MYIjR,0.258,0.783,0.0356,0.54,2,0.0919,-27.679,0,0.0405,100.686,4,0.103,1,calm
311,spotify:track:10d8Aq0Mt7CfWRP02jQgKz,0.175,0.951,0.0135,0.391,10,0.0993,-33.305,1,0.0413,81.738,4,0.11,1,calm
312,spotify:track:7zNLlfbuDCFYaPByI8C8jH,0.32,0.946,0.0143,0.838,9,0.0717,-29.483,0,0.0453,68.819,3,0.214,1,calm
313,spotify:track:3OopaytGSazNutBnqqiib9,0.242,0.987,0.104,0.906,1,0.1,-24.735,1,0.0483,134.465,3,0.0665,1,calm
314,spotify:track:6mUGA0Yh8u2cpnhsRZbaVY,0.219,0.3,0.0483,0.00516,4,0.131,-26.189,1,0.0545,91.432,5,0.0592,1,calm
315,spotify:track:1uG0asXlMEQ6Sjmqaz5kKD,0.665,0.875,0.0994,0.481,6,0.101,-20.652,1,0.0663,67.826,4,0.594,1,calm
316,spotify:track:5TCKRB5CICktuyKF3hWZRc,0.711,0.879,0.194,0.934,1,0.143,-16.735,0,0.0406,82.65,4,0.545,1,calm
317,spotify:track:5AYM5CNkN7aN2x3sX4vYy3,0.682,0.559,0.0195,0.328,1,0.109,-28.296,1,0.0461,67.047,4,0.525,1,calm
318,spotify:track:0SHL2ClpipDmrb9AQoykEH,0.693,0.844,0.184,0.933,3,0.0884,-16.534,0,0.0449,81.954,4,0.599,1,calm
319,spotify:track:7DkGnLLKciNpiNZNdtu0DC,0.513,0.918,0.105,0.813,8,0.105,-20.624,1,0.0452,191.656,3,0.51,1,calm
320,spotify:track:0Musx1Sr08PYzvbYs6BA0l,0.704,0.883,0.0904,0.584,11,0.102,-20.608,0,0.056,67.846,3,0.697,1,calm
321,spotify:track:3sLyEyFaiKSdEU6FePZkW2,0.557,0.616,0.0235,0.337,5,0.111,-28.304,1,0.0399,179.966,3,0.309,1,calm
322,spotify:track:7fvGDhIUrN3XPqwNxk4NzW,0.966,0.706,0.1,0.945,3,0.0929,-26.202,1,0.16,113.997,4,0.538,1,calm
323,spotify:track:5Eg5Rebk2QbUMKYoLplfpB,0.964,0.698,0.124,0.923,6,0.108,-26.656,1,0.0834,119.928,4,0.692,1,calm
324,spotify:track:1gXiFarpykfztgThyAEUs7,0.686,0.861,0.191,0.913,2,0.0815,-17.62,0,0.0415,79.21,4,0.403,1,calm
325,spotify:track:0085Ed8ov7dxfq7W0vDPwn,0.67,0.888,0.174,0.87,10,0.102,-16.924,0,0.0393,83.332,4,0.646,1,calm
326,spotify:track:1nPZ7XU9QcSdnONSnrOfBI,0.553,0.894,0.211,0.962,0,0.104,-15.946,0,0.0474,77.797,4,0.419,1,calm
327,spotify:track:6Cb5POA1vDcKaK6028TcFV,0.595,0.611,0.0179,0.428,4,0.101,-27.794,1,0.0355,173.906,3,0.348,1,calm
328,spotify:track:6yBSc8JcHlHBaSyQHr2fPa,0.514,0.887,0.0884,0.888,7,0.137,-21.249,0,0.049,185.384,3,0.561,1,calm
329,spotify:track:5iNrDr5WU1z68hiR4KP4qy,0.936,0.618,0.0697,0.977,3,0.102,-26.692,1,0.079,102.035,4,0.575,1,calm
330,spotify:track:5KiVzjVJKgLN1jJtd2oFhG,0.696,0.831,0.208,0.9,6,0.0837,-16.025,0,0.0536,87.344,4,0.549,1,calm
331,spotify:track:4ZP7dzqoKWhWSpS25m4QiV,0.742,0.869,0.146,0.958,6,0.0784,-16.505,1,0.0447,77.354,4,0.552,1,calm
332,spotify:track:1kPFweYXP3dNKDaMEG4ybh,0.735,0.889,0.112,0.649,1,0.152,-20.151,0,0.0656,65.796,4,0.516,1,calm
333,spotify:track:7e3SHTYwM8yojBA2pgkZYj,0.608,0.429,0.0294,0.41,3,0.0948,-29.225,0,0.0345,180.096,3,0.394,1,calm
334,spotify:track:54nOhcfzSHfhpOVgfXXRq1,0.633,0.89,0.219,0.828,5,0.0964,-16.51,0,0.0586,92.393,4,0.627,1,calm
335,spotify:track:443ZI6qUXdy2mpxd9PdSYW,0.681,0.866,0.0976,0.732,7,0.106,-19.942,1,0.0576,71.092,4,0.599,1,calm
336,spotify:track:7A3ePq3Vmr0Wk8QC5poAaD,0.618,0.916,0.251,0.557,3,0.11,-16.8,0,0.0272,155.981,4,0.126,1,calm
337,spotify:track:48iQKnYSE8eQUXuBqF7eQ2,0.737,0.943,0.308,0.937,10,0.108,-13.809,1,0.0396,69.007,3,0.444,1,calm
